Age,Department,JobRole,OverTime,BusinessTravel,JobSatisfaction,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,Attrition,event,time
38,Research & Development,Research Scientist,Yes,Travel_Frequently,2,3,20,0,No,0,20
58,Sales,Manager,Yes,Travel_Rarely,4,2,1,0,No,0,1
32,Research & Development,Research Scientist,Yes,Travel_Frequently,3,3,4,0,Yes,1,4
38,Research & Development,Research Scientist,No,Travel_Rarely,4,4,5,0,No,0,5
49,Research & Development,Research Director,No,Travel_Frequently,4,3,5,4,No,0,5
42,Sales,Sales Executive,Yes,Travel_Rarely,4,3,0,0,No,0,0
27,Human Resources,Human Resources,No,Travel_Frequently,2,3,1,0,Yes,1,1
35,Sales,Sales Executive,No,Travel_Rarely,1,1,5,0,No,0,5
28,Research & Development,Research Scientist,No,Non-Travel,3,2,5,1,No,0,5
31,Research & Development,Research Scientist,Yes,Non-Travel,1,4,4,2,No,0,4
36,Research & Development,Laboratory Technician,No,Non-Travel,2,3,5,0,No,0,5
34,Sales,Sales Executive,No,Travel_Rarely,4,2,14,2,No,0,14
34,Sales,Sales Executive,No,Travel_Rarely,3,2,8,1,No,0,8
26,Research & Development,Laboratory Technician,No,Travel_Rarely,1,2,7,7,No,0,7
29,Research & Development,Healthcare Representative,No,Travel_Rarely,1,2,5,0,No,0,5
32,Research & Development,Healthcare Representative,No,Non-Travel,4,3,5,1,No,0,5
31,Research & Development,Research Scientist,No,Travel_Frequently,1,3,10,8,No,0,10
28,Research & Development,Laboratory Technician,No,Travel_Rarely,4,2,4,0,Yes,1,4
38,Sales,Sales Representative,No,Travel_Rarely,1,2,1,0,No,0,1
35,Sales,Sales Executive,Yes,Travel_Rarely,4,3,10,0,No,0,10
27,Sales,Sales Executive,No,Travel_Rarely,4,3,7,0,No,0,7
32,Research & Development,Manufacturing Director,No,Travel_Rarely,4,3,1,0,No,0,1
31,Sales,Sales Executive,Yes,Travel_Frequently,4,3,10,0,Yes,1,10
53,Sales,Sales Executive,Yes,Travel_Rarely,1,2,2,2,Yes,1,2
54,Research & Development,Research Scientist,No,Travel_Rarely,3,2,4,2,No,0,4
33,Research & Development,Healthcare Representative,No,Travel_Frequently,3,3,9,2,No,0,9
43,Research & Development,Healthcare Representative,No,Travel_Rarely,3,3,10,0,No,0,10
38,Human Resources,Human Resources,Yes,Travel_Frequently,2,3,6,1,No,0,6
55,Human Resources,Manager,Yes,Travel_Rarely,2,3,10,1,No,0,10
31,Research & Development,Laboratory Technician,Yes,Travel_Rarely,4,3,1,0,No,0,1
39,Sales,Sales Executive,No,Travel_Rarely,1,3,20,11,No,0,20
42,Research & Development,Research Scientist,No,Non-Travel,3,3,20,3,No,0,20
31,Research & Development,Research Director,No,Non-Travel,3,4,11,4,No,0,11
54,Research & Development,Manufacturing Director,Yes,Travel_Rarely,1,3,5,1,No,0,5
24,Research & Development,Healthcare Representative,No,Travel_Rarely,3,2,4,1,No,0,4
23,Research & Development,Laboratory Technician,No,Travel_Rarely,4,4,5,1,No,0,5
40,Research & Development,Laboratory Technician,No,Travel_Frequently,3,4,10,9,No,0,10
40,Sales,Sales Executive,No,Travel_Rarely,2,3,11,5,No,0,11
25,Human Resources,Human Resources,No,Travel_Rarely,2,3,2,1,No,0,2
30,Research & Development,Laboratory Technician,No,Travel_Rarely,2,2,12,1,No,0,12
25,Research & Development,Laboratory Technician,Yes,Travel_Rarely,3,2,2,0,No,0,2
47,Research & Development,Healthcare Representative,No,Travel_Rarely,3,3,17,12,No,0,17
33,Research & Development,Laboratory Technician,No,Non-Travel,3,2,1,0,No,0,1
38,Sales,Sales Executive,No,Travel_Rarely,2,3,15,5,No,0,15
31,Sales,Sales Representative,No,Travel_Rarely,3,3,2,1,No,0,2
38,Research & Development,Manufacturing Director,No,Travel_Frequently,3,3,8,7,No,0,8
42,Research & Development,Research Scientist,Yes,Travel_Rarely,1,2,4,1,No,0,4
41,Research & Development,Research Scientist,No,Travel_Rarely,4,3,5,1,No,0,5
47,Research & Development,Research Director,No,Non-Travel,2,1,13,5,No,0,13
35,Research & Development,Laboratory Technician,Yes,Travel_Rarely,3,3,2,2,No,0,2
22,Research & Development,Research Scientist,No,Travel_Rarely,3,4,3,1,No,0,3
35,Research & Development,Research Scientist,No,Travel_Rarely,3,3,10,0,No,0,10
33,Research & Development,Healthcare Representative,Yes,Travel_Rarely,4,3,9,8,No,0,9
32,Research & Development,Laboratory Technician,No,Travel_Rarely,2,3,6,4,No,0,6
40,Research & Development,Laboratory Technician,No,Travel_Rarely,4,2,1,0,No,0,1
32,Sales,Sales Representative,No,Travel_Rarely,2,3,2,2,No,0,2
39,Research & Development,Research Scientist,No,Travel_Rarely,4,3,7,1,No,0,7
38,Research & Development,Research Director,No,Travel_Rarely,3,3,18,1,No,0,18
32,Sales,Sales Executive,No,Travel_Rarely,4,3,14,5,No,0,14
37,Research & Development,Research Director,Yes,Travel_Rarely,4,3,16,6,No,0,16
25,Sales,Sales Executive,Yes,Travel_Rarely,3,2,5,0,No,0,5
52,Sales,Sales Representative,No,Non-Travel,4,2,9,0,No,0,9
44,Research & Development,Research Scientist,Yes,Travel_Rarely,4,3,4,1,No,0,4
21,Sales,Sales Representative,Yes,Travel_Rarely,1,3,2,1,No,0,2
39,Research & Development,Manager,No,Non-Travel,4,2,6,1,No,0,6
23,Sales,Sales Representative,No,Travel_Frequently,1,2,1,1,Yes,1,1
36,Sales,Sales Executive,No,Travel_Rarely,4,3,9,3,No,0,9
36,Research & Development,Manufacturing Director,No,Travel_Frequently,2,3,4,0,No,0,4
56,Research & Development,Healthcare Representative,No,Non-Travel,3,2,13,1,No,0,13
29,Research & Development,Research Scientist,Yes,Travel_Rarely,4,4,2,2,Yes,1,2
42,Research & Development,Manager,No,Travel_Rarely,3,2,22,4,No,0,22
56,Research & Development,Laboratory Technician,No,Travel_Rarely,3,1,10,9,Yes,1,10
41,Research & Development,Manufacturing Director,No,Travel_Rarely,2,3,20,0,No,0,20
34,Sales,Sales Executive,No,Travel_Rarely,3,3,8,1,No,0,8
36,Sales,Sales Executive,No,Non-Travel,4,2,15,11,No,0,15
41,Sales,Sales Executive,No,Travel_Rarely,2,3,5,0,No,0,5
32,Research & Development,Research Scientist,No,Travel_Rarely,1,3,4,1,No,0,4
35,Human Resources,Human Resources,Yes,Travel_Rarely,4,3,9,1,No,0,9
38,Sales,Sales Executive,No,Travel_Rarely,4,3,10,1,No,0,10
50,Sales,Sales Executive,No,Travel_Frequently,3,3,6,0,Yes,1,6
36,Sales,Sales Executive,No,Travel_Rarely,4,2,6,0,No,0,6
45,Sales,Sales Executive,No,Travel_Rarely,3,3,5,0,No,0,5
40,Research & Development,Research Scientist,No,Travel_Rarely,3,3,2,2,No,0,2
35,Research & Development,Healthcare Representative,Yes,Travel_Frequently,3,4,10,0,No,0,10
40,Research & Development,Research Scientist,No,Travel_Rarely,3,3,5,0,No,0,5
35,Research & Development,Research Scientist,No,Travel_Rarely,4,3,4,1,No,0,4
29,Research & Development,Laboratory Technician,Yes,Travel_Rarely,2,3,4,0,No,0,4
29,Research & Development,Research Scientist,No,Travel_Rarely,1,1,5,0,No,0,5
50,Sales,Sales Executive,Yes,Travel_Rarely,1,3,3,2,Yes,1,3
39,Sales,Sales Executive,No,Travel_Rarely,4,2,20,9,No,0,20
31,Research & Development,Manufacturing Director,No,Non-Travel,1,3,9,1,No,0,9
26,Sales,Sales Representative,No,Travel_Rarely,3,3,4,0,No,0,4
36,Research & Development,Laboratory Technician,No,Travel_Frequently,4,3,5,0,No,0,5
39,Research & Development,Healthcare Representative,No,Travel_Rarely,1,3,7,1,No,0,7
27,Research & Development,Manufacturing Director,Yes,Travel_Rarely,2,3,6,0,No,0,6
49,Sales,Sales Executive,No,Travel_Frequently,2,2,9,0,No,0,9
34,Research & Development,Laboratory Technician,No,Travel_Rarely,3,4,4,1,No,0,4
